tokenID,name,file_name,description,attributes[Type],attributes[Civilization Tier],attributes[Atmosphere],attributes[Orbital Belt],attributes[Tier],external_url
755,Old Warera Amontus 295,Old_Warera_Amontus_295.png,"Old Warera Amontus 295 glides through the heavens, steady and quiet. A rough, craggy planetary landscape dominates this world. Countless asteroids accompany this planet on its voyage. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
756,Old Wonania Ianomi,Old_Wonania_Ianomi.png,"Old Wonania Ianomi drifts in silent patterns, softly lit by starlight. A planet rich with terrestrial charm, oceans, and continents. Beautiful celestial rings encircle the planet. Blanketed by dense, misty clouds. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Earthlike,Spacefaring,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
757,Omega Amlas 255,Omega_Amlas_255.png,"Omega Amlas 255 glides through the heavens, steady and quiet. Strange protrusions cover the entire surface. Moons quietly circle this world, adding intrigue to its appearance. This world thrives under the watchful eyes of a spacefaring culture.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
758,Omega Ariagatis,Omega_Ariagatis.png,"Omega Ariagatis glides through the heavens, steady and quiet. Characterized by distinctive alien-like spikes and formations. Drifting asteroids form a dense orbital belt around this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
759,Omega Banlos,Omega_Banlos.png,"Omega Banlos drifts in silent patterns, softly lit by starlight. A flat and desolate world, marked by countless craters. Drifting asteroids form a dense orbital belt around this planet. A multitude of moons orbit, silently accompanying this world. Silence envelops this world, devoid of any sentient interference.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
760,Omega Bonroid,Omega_Bonroid.png,"Omega Bonroid orbits among the stars, a small part of the cosmic sea. A terrestrial paradise filled with lush lands and oceans. A thick veil of clouds surrounds this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Earthlike,Primitive,Clouds,,Common,https://thonbo.com/uniworlds-nft
761,Omega Fung-o,Omega_Fung-o.png,"Omega Fung-o orbits among the stars, a small part of the cosmic sea. World exploding dramatically, fragmenting across space. Encircled by majestic rings of dust and debris. Several moons orbit this planet, silent companions on its cosmic journey. Collapsed structures and eroded monuments reveal a once-thriving civilization.",Exploding,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
762,Omega Kuule,Omega_Kuule.png,"Omega Kuule floats in the dark sky, calm and faintly shining. Rocky terrain covers this rugged celestial body. Encircled by majestic rings of dust and debris. A multitude of moons orbit, silently accompanying this world. Simple communities flourished here before more advanced visitors arrived.",Rough,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
763,Omega Nararan 313,Omega_Nararan_313.png,"Omega Nararan 313 floats in the dark sky, calm and faintly shining. Strange protrusions cover the entire surface. Moons quietly revolve, adding mystery to this planet. Primitive customs and traditions linger in half-buried relics.",Protrusion,Primitive,,,Common,https://thonbo.com/uniworlds-nft
764,Omega Sevilla 6,Omega_Sevilla_6.png,"Omega Sevilla 6 orbits among the stars, a small part of the cosmic sea. Alien-like protrusions dramatically decorate this planet. Countless asteroids accompany this planet on its voyage. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
765,Omega Taflok,Omega_Taflok.png,"Omega Taflok stands beneath distant suns, patient and unhurried. A lifeless stone wandering through the void. Cosmic dust and ice form a breathtaking ring system. Several moons orbit this planet, silent companions on its cosmic journey. Silence envelops this world, devoid of any sentient interference.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
766,Omega Taxelos,Omega_Taxelos.png,"Omega Taxelos glides through the heavens, steady and quiet. Covered entirely with unusual, sharp formations. Drifting asteroids form a dense orbital belt around this planet. A multitude of moons orbit, silently accompanying this world. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
767,Omega Xe'tos 8,Omega_Xetos_8.png,"Omega Xe'tos 8 drifts in silent patterns, softly lit by starlight. A lifeless stone wandering through the void. Countless asteroids accompany this planet on its voyage. Moons gracefully orbit, enhancing the planet's cosmic presence. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
768,Outilla 62,Outilla_62.png,"Outilla 62 floats in the dark sky, calm and faintly shining. Planet rupturing under immense cosmic pressure, scattering fragments. Surrounded by expansive, glittering rings. Moons quietly revolve, adding mystery to this planet. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
769,Outlox,Outlox.png,"Outlox glides through the heavens, steady and quiet. Planetary-sized tennis ball glowing brightly, seams clearly visible. Moons quietly circle this world, adding intrigue to its appearance. Nature reigns supreme, unchallenged by intelligent life.",Tennisball,Uninhabited,,,Rare,https://thonbo.com/uniworlds-nft
770,Outnt 189,Outnt_189.png,"Outnt 189 orbits among the stars, a small part of the cosmic sea. A planet rich with terrestrial charm, oceans, and continents. Drifting asteroids form a dense orbital belt around this planet. Covered by a dense, swirling cloud layer. A multitude of moons orbit, silently accompanying this world. Ghostly remnants of an advanced society scatter across the planet, silent and forgotten.",Earthlike,Ruins,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
771,Outshaa Coperon,Outshaa_Coperon.png,"Outshaa Coperon floats in the dark sky, calm and faintly shining. Cold, silent, and devoid of any signs of life. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
772,Ovcania,Ovcania.png,"Ovcania glides through the heavens, steady and quiet. This planet is flat, crater-ridden, and lifeless. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
773,Ovian XII,Ovian_XII.png,"Ovian XII drifts in silent patterns, softly lit by starlight. Planet undergoing explosive breakup, spreading debris. Beautiful celestial rings encircle the planet. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
774,Ovillian Paelos,Ovillian_Paelos.png,"Ovillian Paelos glides through the heavens, steady and quiet. Covered entirely with unusual, sharp formations. Cosmic dust and ice form a breathtaking ring system. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
775,Oxalos Beta,Oxalos_Beta.png,"Oxalos Beta orbits among the stars, a small part of the cosmic sea. An irregular surface, rough with cliffs and valleys. Encircled by majestic rings of dust and debris. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
776,Oxdaleko 160,Oxdaleko_160.png,"Oxdaleko 160 glides through the heavens, steady and quiet. A rough, craggy planetary landscape dominates this world. Asteroids densely cluster around this celestial body. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
777,Oxian,Oxian.png,"Oxian drifts in silent patterns, softly lit by starlight. Devoid of life, this planet drifts silently. Cosmic dust and ice form a breathtaking ring system. Moons gracefully orbit, enhancing the planet's cosmic presence. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
778,Oxillian,Oxillian.png,"Oxillian floats in the dark sky, calm and faintly shining. A rough, craggy planetary landscape dominates this world. Surrounded by a dense field of drifting asteroids. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
779,Oxryn,Oxryn.png,"Oxryn floats in the dark sky, calm and faintly shining. Planetary basketball detailed with characteristic grooves and texture. Adorned by stunning planetary rings of dust. Moons gracefully orbit, enhancing the planet's cosmic presence. Silence envelops this world, devoid of any sentient interference.",Basketball,Uninhabited,,Rings,Rare,https://thonbo.com/uniworlds-nft
780,Ozankor Treepopia,Ozankor_Treepopia.png,"Ozankor Treepopia stands beneath distant suns, patient and unhurried. Planet in mid-explosion, its pieces drifting outward. A multitude of moons orbit, silently accompanying this world. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Exploding,Primitive,,,Common,https://thonbo.com/uniworlds-nft
781,Ozarth 5,Ozarth_5.png,"Ozarth 5 floats in the dark sky, calm and faintly shining. A planetary disk filled with empty craters and flat plains. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
782,Paamis Iburdan,Paamis_Iburdan.png,"Paamis Iburdan glides through the heavens, steady and quiet. Planet rupturing under immense cosmic pressure, scattering fragments. Moons quietly circle this world, adding intrigue to its appearance. Primitive customs and traditions linger in half-buried relics.",Exploding,Primitive,,,Common,https://thonbo.com/uniworlds-nft
783,Paarius Beta,Paarius_Beta.png,"Paarius Beta drifts in silent patterns, softly lit by starlight. Devoid of life, this planet drifts silently. Beautiful celestial rings encircle the planet. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
784,Pacania Curock 11,Pacania_Curock_11.png,"Pacania Curock 11 stands beneath distant suns, patient and unhurried. Planet rupturing under immense cosmic pressure, scattering fragments. Drifting asteroids form a dense orbital belt around this planet. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
785,Padoria e1,Padoria_e1.png,"Padoria e1 glides through the heavens, steady and quiet. A flat and desolate world, marked by countless craters. Countless asteroids accompany this planet on its voyage. Moons gracefully orbit, enhancing the planet's cosmic presence. Silence envelops this world, devoid of any sentient interference.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
786,Panaddon Coperfiner,Panaddon_Coperfiner.png,"Panaddon Coperfiner stands beneath distant suns, patient and unhurried. A planetary disk filled with empty craters and flat plains. Asteroids densely cluster around this celestial body. Moons quietly revolve, adding mystery to this planet. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
787,Panbongo Nitera 204,Panbongo_Nitera_204.png,"Panbongo Nitera 204 glides through the heavens, steady and quiet. Celestial body cracking and exploding under pressure. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
788,Pandonia,Pandonia.png,"Pandonia drifts in silent patterns, softly lit by starlight. A flat and desolate world, marked by countless craters. An asteroid field encircles this mysterious planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Primitive customs and traditions linger in half-buried relics.",Flat,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
789,Pandora ''the Explorer'',Pandora_the_Explorer.png,"Pandora ''the Explorer'' stands beneath distant suns, patient and unhurried. A lively, Earth-inspired planet full of greenery and water. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,,Rare,https://thonbo.com/uniworlds-nft
790,Panera Zengcon 205,Panera_Zengcon_205.png,"Panera Zengcon 205 glides through the heavens, steady and quiet. A lively, Earth-inspired planet full of greenery and water. Drifting asteroids form a dense orbital belt around this planet. Covered by a dense, swirling cloud layer. Moons quietly revolve, adding mystery to this planet. Primitive customs and traditions linger in half-buried relics.",Earthlike,Primitive,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
791,Panminiar Sigma,Panminiar_Sigma.png,"Panminiar Sigma orbits among the stars, a small part of the cosmic sea. An irregular surface, rough with cliffs and valleys. An asteroid field encircles this mysterious planet. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
792,Pantonia,Pantonia.png,"Pantonia glides through the heavens, steady and quiet. Alien-like protrusions dramatically decorate this planet. Encircled by majestic rings of dust and debris. Moons quietly circle this world, adding intrigue to its appearance. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Protrusion,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
793,Pantropic,Pantropic.png,"Pantropic stands beneath distant suns, patient and unhurried. A flat and desolate world, marked by countless craters. Encircled by majestic rings of dust and debris. Moons quietly circle this world, adding intrigue to its appearance. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Flat,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
794,Paong 161,Paong_161.png,"Paong 161 floats in the dark sky, calm and faintly shining. A rough, craggy planetary landscape dominates this world. Beautiful celestial rings encircle the planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
795,Paongolia,Paongolia.png,"Paongolia glides through the heavens, steady and quiet. A rough, craggy planetary landscape dominates this world. Asteroids densely cluster around this celestial body. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
796,Papacan XI,Papacan_XI.png,"Papacan XI drifts in silent patterns, softly lit by starlight. Cold, silent, and devoid of any signs of life. Surrounded by a dense field of drifting asteroids. Moons quietly revolve, adding mystery to this planet. Silence envelops this world, devoid of any sentient interference.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
797,Papion Alpha,Papion_Alpha.png,"Papion Alpha drifts in silent patterns, softly lit by starlight. Uneven, harsh surfaces shape this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
798,Papornia's World,Papornias_World.png,"Papornia's World stands beneath distant suns, patient and unhurried. A rugged, rocky planet with uneven terrain. Drifting asteroids form a dense orbital belt around this planet. Moons quietly circle this world, adding intrigue to its appearance. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
799,Paprock,Paprock.png,"Paprock stands beneath distant suns, patient and unhurried. This planet boasts vibrant landscapes and deep blue seas. Asteroids densely cluster around this celestial body. Moons quietly circle this world, adding intrigue to its appearance. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Earthlike,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
800,Paptonia Tolal,Paptonia_Tolal.png,"Paptonia Tolal drifts in silent patterns, softly lit by starlight. Covered by striking, alien protruding formations. Several moons orbit this planet, silent companions on its cosmic journey. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Protrusion,Primitive,,,Common,https://thonbo.com/uniworlds-nft
801,Patiman,Patiman.png,"Patiman glides through the heavens, steady and quiet. A barren, desolate planet with no living inhabitants. Beautiful celestial rings encircle the planet. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
802,Patkien,Patkien.png,"Patkien glides through the heavens, steady and quiet. Planet undergoing explosive breakup, spreading debris. An asteroid field encircles this mysterious planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Exploding,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
803,Patlos,Patlos.png,"Patlos stands beneath distant suns, patient and unhurried. A rugged, rocky planet with uneven terrain. Moons quietly circle this world, adding intrigue to its appearance. Silence envelops this world, devoid of any sentient interference.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
804,Pattep,Pattep.png,"Pattep drifts in silent patterns, softly lit by starlight. A rough, craggy planetary landscape dominates this world. Surrounded by expansive, glittering rings. A multitude of moons orbit, silently accompanying this world. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Rough,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
805,Pattose Galadeko's Haven,Pattose_Galadekos_Haven.png,"Pattose Galadeko's Haven glides through the heavens, steady and quiet. A rugged, rocky planet with uneven terrain. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
806,Pertarius,Pertarius.png,"Pertarius drifts in silent patterns, softly lit by starlight. Celestial body cracking and exploding under pressure. Beautiful celestial rings encircle the planet. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
807,Pertavera Kepalos,Pertavera_Kepalos.png,"Pertavera Kepalos orbits among the stars, a small part of the cosmic sea. A rugged, rocky planet with uneven terrain. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
808,Pertian,Pertian.png,"Pertian orbits among the stars, a small part of the cosmic sea. A lively, Earth-inspired planet full of greenery and water. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Earthlike,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
809,Planeandia Legule 73,Planeandia_Legule_73.png,"Planeandia Legule 73 orbits among the stars, a small part of the cosmic sea. A barren, desolate planet with no living inhabitants. An asteroid field encircles this mysterious planet. Moons quietly circle this world, adding intrigue to its appearance. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Dead,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
810,Planeeko Minor,Planeeko_Minor.png,"Planeeko Minor drifts in silent patterns, softly lit by starlight. Cold, silent, and devoid of any signs of life. Asteroids densely cluster around this celestial body. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
811,Planent 243,Planent_243.png,"Planent 243 glides through the heavens, steady and quiet. Devoid of life, this planet drifts silently. Moons gracefully orbit, enhancing the planet's cosmic presence. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
812,Plingandia,Plingandia.png,"Plingandia orbits among the stars, a small part of the cosmic sea. Planet undergoing explosive breakup, spreading debris. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. This world thrives under the watchful eyes of a spacefaring culture.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
813,Plingankor,Plingankor.png,"Plingankor orbits among the stars, a small part of the cosmic sea. Alien-like protrusions dramatically decorate this planet. Surrounded by expansive, glittering rings. Moons quietly circle this world, adding intrigue to its appearance. Silence envelops this world, devoid of any sentient interference.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
814,Plingdania,Plingdania.png,"Plingdania drifts in silent patterns, softly lit by starlight. Devoid of life, this planet drifts silently. Cosmic dust and ice form a breathtaking ring system. A multitude of moons orbit, silently accompanying this world. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
815,Plingeria Whatavera,Plingeria_Whatavera.png,"Plingeria Whatavera floats in the dark sky, calm and faintly shining. Strange protrusions cover the entire surface. Several moons orbit this planet, silent companions on its cosmic journey. Silence envelops this world, devoid of any sentient interference.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
816,Plingol,Plingol.png,"Plingol floats in the dark sky, calm and faintly shining. A rough, craggy planetary landscape dominates this world. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
817,Plingong 85,Plingong_85.png,"Plingong 85 orbits among the stars, a small part of the cosmic sea. A flat and desolate world, marked by countless craters. Cosmic dust and ice form a breathtaking ring system. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Flat,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
818,Plingtonia,Plingtonia.png,"Plingtonia drifts in silent patterns, softly lit by starlight. Barren, flat planet scarred by endless craters. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
819,Plocon Koumi,Plocon_Koumi.png,"Plocon Koumi stands beneath distant suns, patient and unhurried. A rough, craggy planetary landscape dominates this world. Surrounded by a dense field of drifting asteroids. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Rough,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
820,Plodania,Plodania.png,"Plodania glides through the heavens, steady and quiet. A rugged, rocky planet with uneven terrain. An asteroid field encircles this mysterious planet. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
821,Ploelos,Ploelos.png,"Ploelos orbits among the stars, a small part of the cosmic sea. Planet in mid-explosion, its pieces drifting outward. Encircled by majestic rings of dust and debris. Moons quietly circle this world, adding intrigue to its appearance. Primitive customs and traditions linger in half-buried relics.",Exploding,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
822,Plofar 127,Plofar_127.png,"Plofar 127 drifts in silent patterns, softly lit by starlight. Planet undergoing explosive breakup, spreading debris. Asteroids densely cluster around this celestial body. A multitude of moons orbit, silently accompanying this world. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Exploding,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
823,Ploiman,Ploiman.png,"Ploiman stands beneath distant suns, patient and unhurried. Strange protrusions cover the entire surface. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
824,Plooid 376,Plooid_376.png,"Plooid 376 drifts in silent patterns, softly lit by starlight. A rough, craggy planetary landscape dominates this world. An asteroid field encircles this mysterious planet. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Rough,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
825,Pluankor's Haven,Pluankors_Haven.png,"Pluankor's Haven glides through the heavens, steady and quiet. Rocky terrain covers this rugged celestial body. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
826,Pluaroid,Pluaroid.png,"Pluaroid orbits among the stars, a small part of the cosmic sea. Barren, flat planet scarred by endless craters. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Flat,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
827,Pluarth,Pluarth.png,"Pluarth floats in the dark sky, calm and faintly shining. A fluffy planetary tennis ball orbiting quietly. An asteroid field encircles this mysterious planet. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Tennisball,Spacefaring,,Asteroids,Rare,https://thonbo.com/uniworlds-nft
828,Pludonia,Pludonia.png,"Pludonia floats in the dark sky, calm and faintly shining. Rocky terrain covers this rugged celestial body. Adorned by stunning planetary rings of dust. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
829,Pluiru Sizenurn 275,Pluiru_Sizenurn_275.png,"Pluiru Sizenurn 275 floats in the dark sky, calm and faintly shining. Planet rupturing under immense cosmic pressure, scattering fragments. An asteroid field encircles this mysterious planet. Moons quietly revolve, adding mystery to this planet. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Exploding,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
830,Plu'am Outeria VII,Pluam_Outeria_VII.png,"Plu‘am Outeria VII orbits among the stars, a small part of the cosmic sea. World exploding dramatically, fragmenting across space. Surrounded by a dense field of drifting asteroids. Moons quietly circle this world, adding intrigue to its appearance. Evidence of early civilization dots the landscape, brimming with ancient lore.",Exploding,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
831,Polyfemus,Polyfemus.png,"Polyfemus orbits among the stars, a small part of the cosmic sea. A lifeless, flat celestial surface, scarred by craters. Moons quietly circle this world, adding intrigue to its appearance. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
832,Poolal Furgatis X,Poolal_Furgatis_X.png,"Poolal Furgatis X orbits among the stars, a small part of the cosmic sea. Celestial body cracking and exploding under pressure. Countless asteroids accompany this planet on its voyage. Moons quietly circle this world, adding intrigue to its appearance. Nature reigns supreme, unchallenged by intelligent life.",Exploding,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
833,Poolanella Beta,Poolanella_Beta.png,"Poolanella Beta glides through the heavens, steady and quiet. Barren, flat planet scarred by endless craters. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
834,Poolelialia,Poolelialia.png,"Poolelialia orbits among the stars, a small part of the cosmic sea. Cold, silent, and devoid of any signs of life. Several moons orbit this planet, silent companions on its cosmic journey. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
835,Pooloros,Pooloros.png,"Pooloros orbits among the stars, a small part of the cosmic sea. An irregular surface, rough with cliffs and valleys. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
836,Pool'us Giant,Poolus_Giant.png,"Pool‘us Giant glides through the heavens, steady and quiet. Rocky terrain covers this rugged celestial body. Countless asteroids accompany this planet on its voyage. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
837,Porella XI,Porella_XI.png,"Porella XI drifts in silent patterns, softly lit by starlight. This planet is flat, crater-ridden, and lifeless. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
